file,lat,lon,variables,start_time,end_time
BS_TS_TG_IOC-erdek.nc,40.38990020751953,27.845199584960938,"TIME_QC, SLEV, SLEV_QC",2020-11-04 21:59:59.999996672,2022-12-31 23:00:00.000003328
BS_TS_TG_IOC-maer.nc,40.96900177001953,27.962200164794922,"TIME_QC, SLEV, SLEV_QC",2017-01-01 14:00:00.000003328,2023-08-03 12:59:59.999996416
BS_TS_TG_IOC-yalo.nc,40.6619987487793,29.277700424194336,"TIME_QC, SLEV, SLEV_QC",2020-11-04 23:00:00.000003328,2023-09-30 23:00:00.000003584
GL_TS_TG_AjaccioTG_01minute.nc,41.922698974609375,8.762900352478027,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",2009-12-01 00:03:14.000000000,2024-07-03 13:17:00.000000000
GL_TS_TG_AjaccioTG_02minute.nc,41.922698974609375,8.762900352478027,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",1996-11-06 07:32:00.000000000,1997-04-09 12:20:00.000000256
GL_TS_TG_AjaccioTG_05minute.nc,41.922698974609375,8.762900352478027,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",1997-05-07 11:30:00.000000000,2024-04-21 22:13:00.000000000
GL_TS_TG_AjaccioTG_10minute.nc,41.922698974609375,8.762900352478027,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",2000-05-25 15:12:00.000000256,2025-09-30 23:50:00.000000000
GL_TS_TG_AjaccioTG_60minute.nc,41.922698974609375,8.762900352478027,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",1981-07-25 23:00:00.000000000,2025-09-30 22:00:00.000000000
GL_TS_TG_BaieDuLazaretTG_02minute.nc,43.080501556396484,5.902520179748535,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",2019-04-29 12:10:03.000000256,2025-12-31 23:58:44.000000000
GL_TS_TG_BaieDuLazaretTG_05minute.nc,43.080501556396484,5.902520179748535,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",2016-03-19 13:40:00.000000000,2016-03-19 14:20:00.000000000
GL_TS_TG_BaieDuLazaretTG_10minute.nc,43.080501556396484,5.902520179748535,"TIME_QC, DC_REFERENCE, SLEV, SLEV_QC",2015-03-13 09:45:00.000000000,2019-03-13 06:50:04.000000000
